doi,first_author,middle_authors,last_author,corresponding_author,year,author_status,year_status
10.1214/07-AOS553,Nils Lid Hjort,,Stephen G. Walker,Stephen G. Walker,2009,success,success
10.1214/07-AOS565,Hira L. Koul,,Weixing Song,,2009,success,success
10.1214/07-AOS558,Leif Boysen,Angela Kempe; Volkmar Liebscher; Axel Munk,Olaf Wittich,Leif Boysen,2009,success,success
10.1214/07-AOS568,Yacine Aït‐Sahalia,,Jean Jacod,,2009,success,success
10.1214/07-AOS550,Alexandros Beskos,Omiros Papaspiliopoulos,Gareth O. Roberts,,2009,success,success
10.1214/07-AOS582,Nicolai Meinshausen,,Bin Yu,Nicolai Meinshausen,2009,success,success
10.1214/07-AOS551,Christian Y. Robert,,,Christian Y. Robert,2009,success,success
10.1214/07-AOS588,Fatemah Alqallaf,Stefan Van Aelst; Vı́ctor J. Yohai,Ruben H. Zamar,,2009,success,success
10.1214/07-AOS557,Sandy Clarke,,Peter Hall,Sandy Clarke,2009,success,success
10.1214/07-AOS567,Daniel J. Nordman,,,Daniel J. Nordman,2009,success,success
10.1214/07-AOS578,Fang Fang,Quan Hong,Jun Shao,,2009,success,success
10.1214/07-AOS554,Yanqing Sun,Peter B. Gilbert,Ian W. McKeague,,2009,success,success
10.1214/07-AOS561,Yong Zhou,,Hua Liang,,2009,success,success
10.1214/07-AOS572,Gerhard Osius,,,Gerhard Osius,2009,success,success
10.1214/07-AOS585,Dong Wang,,Song Xi Chen,Dong Wang,2009,success,success
10.1214/07-AOS560,Min Yang,,John Stufken,Min Yang,2009,success,success
10.1214/00-AOS576,Alexander Goldenshluger,,,Alexander Goldenshluger,2009,success,success
10.1214/07-AOS503,Greg W. Anderson,,Ofer Zeitouni,,2008,success,success
10.1214/08-AOS600,Peter J. Bickel,,Elizaveta Levina,Peter J. Bickel,2008,success,success
10.1214/07-AOS504,Jianqing Fan,,Yingying Fan,,2008,success,success
10.1214/08-AOS605,Iain M. Johnstone,,,Iain M. Johnstone,2008,success,success
10.1214/07-AOS559,Noureddine El Karoui,,,Noureddine El Karoui,2008,success,success
10.1214/07-AOS581,Noureddine El Karoui,,,Noureddine El Karoui,2008,success,success
10.1214/08-AOS618,Boaz Nadler,,,Boaz Nadler,2008,success,success
10.1214/08-AOS619,Bala Rajaratnam,Hélène Massam,Carlos M. Carvalho,Bala Rajaratnam,2008,success,success
10.1214/07-AOS583,N. Raj Rao,James A. Mingo; Roland Speicher,Alan Edelman,,2008,success,success
10.1214/08-AOS628,Armin Schwartzman,Walter F. Mascarenhas,Jonathan E. Taylor,Armin Schwartzman,2008,success,success
10.1214/07-AOS509,T. Tony Cai,,Lie Wang,T. Tony Cai,2008,success,success
10.1214/07-AOS513,Lawrence D. Brown,T. Tony Cai,Harrison H. Zhou,Lawrence D. Brown,2008,success,success
10.1214/07-AOS531,Li-Shan Huang,,Jianwei Chen,Li-Shan Huang,2008,success,success
10.1214/07-AOS534,Peter Hall,,Soumendra N. Lahiri,Peter Hall,2008,success,success
10.1214/07-AOS537,Peter Hall,Byeong U. Park,Richard J. Samworth,,2008,success,success
10.1214/07-AOS539,Nikolai Leonenko,Luc Pronzato,Vippal Savani,,2008,success,success
10.1214/07-AOS546,A. Juditsky,P Rigollet,A. B. Tsybakov,A. Juditsky,2008,success,success
10.1214/07-AOS547,Wenxin Jiang,,Martin A. Tanner,,2008,success,success
10.1214/07-AOS544,Clifford Lam,,Jianqing Fan,,2008,success,success
10.1214/07-AOS522,Mathias Drton,Hélène Massam,Ingram Olkin,,2008,success,success
10.1214/07-AOS541,Juan A. Cuesta-Albertos,Carlos Matrán,Agustín Mayo-Iscar,Juan A. Cuesta-Albertos,2008,success,success
10.1214/07-AOS548,Art B. Owen,,,Art B. Owen,2008,success,success
10.1214/07-AOS514,Randal Douc,,Éric Moulines,,2008,success,success
10.1214/07-AOS532,Richard D. Gill,,Peter D. Grünwald,Richard D. Gill,2008.0,success,success
10.1214/07-AOS542,Morris L. Eaton,James P. Hobert; Galin L. Jones,Wen-Lin Lai,,2008.0,success,success
10.1214/07-AOS543,Ngai Hang Chan,,Shiqing Ling,Ngai Hang Chan,2008.0,success,success
10.1214/07-AOS549,N. Chamandy,Keith J. Worsley; J. Taylor,F. Gosselin,N. Chamandy,2008.0,success,success
10.1214/07-AOS545,,,,,,not_found,not_found
10.1214/009053607000000802,Hui Zou,,Runze Li,Hui Zou,2008.0,success,success
10.1214/07-AOS0316A,Peter Bühlmann,,Lukas Meier,Lukas Meier,2008.0,success,success
10.1214/07-AOS0316B,Xiao Li Meng,,,Xiao Li Meng,2008.0,success,success
10.1214/07-AOS0316C,Cun‐Hui Zhang,,,Cun‐Hui Zhang,2008.0,success,success
10.1214/07-AOS0316REJ,Hui Zou,,Runze Li,,2008.0,success,success
10.1214/07-AOS520,Cun-Hui Zhang,,Jian Huang,Cun-Hui Zhang,2008.0,success,success
10.1214/009053607000000578,Debashis Paul,Eric Bair; Trevor Hastie,Robert Tibshirani,,2008.0,success,success
10.1214/07-AOS535,Ion Grama,,Vladimir Spokoiny,Ion Grama,2008.0,success,success
10.1214/07-AOS529,Jianhui Zhou,,Xuming He,Xuming He,2008.0,success,success
10.1214/07-AOS517,Jiming Jiang,J. Sunil Rao; Zhonghua Gu,Thuan Nguyen,Jiming Jiang,2008.0,success,success
10.1214/07-AOS519,Chunming Zhang,,Tao Yu,Chunming Zhang,2008.0,success,success
10.1214/07-AOS526,Ery Arias-Castro,Emmanuel J. Candès; Hannes Helgason,Ofer Zeitouni,,2008.0,success,success
10.1214/07-AOS521,Lutz Dümbgen,,Günther Walther,,2008.0,success,success
10.1214/07-AOS523,Guang Cheng,,Michael R. Kosorok,,2008.0,success,success
10.1214/07-AOS536,Guang Cheng,,Michael R. Kosorok,,2008.0,success,success
10.1214/07-AOS533,Zhibiao Zhao,,Wei Biao Wu,,2008.0,success,success
10.1214/07-AOS524,Sébastien Van Bellegem,,Rainer von Sachs,,2008.0,success,success
10.1214/07-AOS527,E. Moulines,F Roueff,M S Taqqu,E. Moulines,2008.0,success,success
10.1214/07-AOS525,Markus Reiß,,,Markus Reiß,2008.0,success,success
10.1214/07-AOS530,Wei‐Liem Loh,,,Wei‐Liem Loh,2008.0,success,success
10.1214/009053607000000974,Piet Groeneboom,Marloes H. Maathuis,Jon A. Wellner,,2008.0,success,success
10.1214/009053607000000983,Piet Groeneboom,Marloes H. Maathuis,Jon A. Wellner,Piet Groeneboom,2008.0,success,success
10.1214/07-AOS507,Hui Zou,,Ming Yuan,,2008.0,success,success
10.1214/009053607000000965,Sam Efromovich,,,Sam Efromovich,2008.0,success,success
10.1214/07-AOS506,Lawrence D. Brown,Edward I. George,Xinyi Xu,,2008.0,success,success
10.1214/009053607000000677,Thomas Hofmann,Bernhard Schölkopf,Alexander J. Smola,Thomas Hofmann,2008.0,success,success
10.1214/07-AOS512,Snigdhansu Chatterjee,Partha Lahiri,Huilin Li,,2008.0,success,success
10.1214/009053607000000541,P.E. Jupp,,,P.E. Jupp,2008.0,success,success
10.1214/07-AOS508,Marc Hallin,,Davy Paindaveine,Marc Hallin,2008.0,success,success
10.1214/07-AOS505,Jun Li,,Regina Y. Liu,,2008.0,success,success
10.1214/07-AOS515,Luis A. García-Escudero,Alfonso Gordaliza; Carlos Matrán,Agustín Mayo-Iscar,Luis A. García-Escudero,2008.0,success,success
10.1214/009053607000000992,Angelika Rohde,,,Angelika Rohde,2008.0,success,success
10.1214/07-AOS511,Yuval Nardi,David Siegmund,Benjamin Yakir,,2008.0,success,success
10.1214/009053607000000587,Jean‐François Coeurjolly,,,Jean‐François Coeurjolly,2008.0,success,success
10.1214/009053607000000613,Aad van der Vaart,,J. H. van Zanten,,2008.0,success,success
10.1214/009053607000000820,Judith J. Lok,,,Judith J. Lok,2008.0,success,success
10.1214/009053606000000218,Keh‐Shin Lii,,Murray Rosenblatt,,2006.0,success,success
10.1214/009053607000000839,Gilles Blanchard,Olivier Bousquet,Pascal Massart,,2008.0,success,success
10.1214/009053607000000569,James P. Hobert,,Dobrin Marchev,,2008.0,success,success
10.1214/009053607000000640,Ulrike von Luxburg,Mikhail A. Belkin,Olivier Bousquet,,2008.0,success,success
10.1214/009053607000000875,Jian Huang,Joël L. Horowitz,Shuangge Ma,,2008.0,success,success
10.1214/009053607000000929,Sara A. van de Geer,,,Sara A. van de Geer,2008.0,success,success
10.1214/009053607000000901,Lie Wang,Lawrence D. Brown; T. Tony Cai,Michael Levine,Lie Wang,2008.0,success,success
10.1214/009053607000000884,Aurore Delaigle,Peter Hall,Alexander Meister,,2008.0,success,success
10.1214/009053607000000848,Oliver B. Linton,Stefan Sperlich,Ingrid Van Keilegom,,2008.0,success,success
10.1214/009053607000000893,Ethan B. Anderes,,Michael L. Stein,Ethan B. Anderes,2008.0,success,success
10.1214/07-AOS510,Piotr Fryzlewicz,Theofanis Sapatinas,Suhasini Subba Rao,Piotr Fryzlewicz,2008.0,success,success
10.1214/009053607000000938,George V. Moustakides,,,George V. Moustakides,2008.0,success,success
10.1214/009053607000000947,Xiaohong Chen,Han Hong,Alessandro Tarozzi,,2008.0,success,success
10.1214/009052607000000910,Stéphan Clémençon,Gábor Lugosi,Nicolas Vayatis,,2008.0,success,success
10.1214/07-AOS500,,,,,,not_found,not_found
10.1214/009053607000000622,,,,,,not_found,not_found
10.1214/009053607000000857,Antoine Chambaz,,Judith Rousseau,,2008.0,success,success
10.1214/07-AOS501,James O. Berger,,Dongchu Sun,,2008.0,success,success
10.1214/009053607000000956,Bruce G. Lindsay,Marianthi Markatou; Surajit Ray; Ke Yang,Shu‐Chuan Chen,Bruce G. Lindsay,2008.0,success,success
10.1214/009053607000000866,Zhengjun Zhang,,,Zhengjun Zhang,2008.0,success,success
10.1214/009053607000000406,Jonathan Taylor,,Keith J. Worsley,Keith J. Worsley,2008.0,success,success
10.1214/009053607000000811,John Lafferty,,Larry Wasserman,John Lafferty,2008.0,success,success
10.1214/009053607000000631,Andrew R. Barron,Albert Cohen; Wolfgang Dahmen,Ronald DeVore,,2008.0,success,success
10.1214/009053607000000749,Omiros Papaspiliopoulos,,Gareth O. Roberts,Gareth O. Roberts,2008.0,success,success
10.1214/009053607000000659,Song Xi Chen,Jiti Gao,Cheng Yong Tang,,2008.0,success,success
10.1214/009053607000000758,Peter J. Bickel,,Elizaveta Levina,Peter J. Bickel,2008.0,success,success
10.1214/009053607000000596,Kyusang Yu,Byeong U. Park,Enno Mammen,Kyusang Yu,2008.0,success,success
10.1214/009053607000000604,Runze Li,,Hua Liang,,2008.0,success,success
10.1214/009053607000000668,Peter Radchenko,,,Peter Radchenko,2008.0,success,success
10.1214/009053607000000721,Marc Hoffmann,,Markus Reiss,Marc Hoffmann,2008.0,success,success
10.1214/009053607000000550,Sanat K. Sarkar,,,Sanat K. Sarkar,2008.0,success,success
10.1214/009053607000000730,Wei Biao Wu,,,Wei Biao Wu,2008.0,success,success
10.1214/009053607000000767,Peter Hall,,Jiashun Jin,Jiashun Jin,2008.0,success,success
10.1214/009053607000000703,F. Jay Breidt,,Jean D. Opsomer,Jean D. Opsomer,2008.0,success,success
10.1214/009053607000000776,Xiaofeng Fang,,A. Hedayat,,2008.0,success,success
10.1214/009005360700000712,Hongquan Xu,,Ching‐Shui Cheng,,2008.0,success,success
10.1214/009053607000000686,Hongwen Guo,,Hira L. Koul,,2008.0,success,success
10.1214/009053606000001523,,,,,,not_found,not_found
10.1214/009053607000000424,Peter J. Bickel,,,Peter J. Bickel,2007.0,success,success
10.1214/009053607000000433,Bradley Efron,Trevor Hastie,Robert Tibshirani,,2007.0,success,success
10.1214/009053607000000442,Tommaso Cai,,Jinchi Lv,Tommaso Cai,2007.0,success,success
10.1214/009053607000000460,N. Meinshausen,Graca Rocha,B Yu,N. Meinshausen,2007.0,success,success
10.1214/00905360700000479,,,,,,not_found,not_found
10.1214/009053607000000532,Emmanuel Candes,,Terence Tao,Emmanuel Candes,2007.0,success,success
10.1214/009053607000000398,Sanat K. Sarkar,,,Sanat K. Sarkar,2007.0,success,success
10.1214/009053607000000334,T. Tony Cai,Jiashun Jin,Mark G. Low,T. Tony Cai,2007.0,success,success
10.1214/009053607000000514,Yuhong Yang,,,Yuhong Yang,2007.0,success,success
10.1214/009053607000000488,Wang Li,,Lijian Yang,Wang Li,2007.0,success,success
10.1214/009053607000000253,Sam Efromovich,,,Sam Efromovich,2007.0,success,success
10.1214/009053607000000262,Fadoua Balabdaoui,,Jon A. Wellner,Fadoua Balabdaoui,2007.0,success,success
10.1214/009053607000000343,Hongtu Zhu,Joseph G. Ibrahim; Sik-Yum Lee,Heping Zhang,Hongtu Zhu,2007.0,success,success
10.1214/009053607000000415,Joel L. Horowitz,,Enno Mammen,Joel L. Horowitz,2007.0,success,success
10.1214/009053607000000361,Peter Hall,,Yanyuan Ma,Peter Hall,2007.0,success,success
10.1214/009053607000000497,Aurore Delaigle,Peter Hall,Hans‐Georg Müller,,2007.0,success,success
10.1214/009053607000000352,Yingcun Xia,,,Yingcun Xia,2007.0,success,success
10.1214/009053607000000785,Cynthia Rudin,Robert E. Schapire,Ingrid Daubechies,,2007.0,success,success
10.1214/009053607000000505,Gábor J. Székely,Maria L. Rizzo,Nail K Bakirov,Gábor J. Székely,2007.0,success,success
10.1214/009053607000000523,Yan Sun,Wenyang Zhang,Howell Tong,,2007.0,success,success
10.1214/009053607000000370,Miklós Csörgő,Barbara Szyszkowicz,Lihong V. Wang,Lihong V. Wang,2007.0,success,success
10.1214/009053607000000217,Haonan Wang,,J. S. Marron,,2007.0,success,success
10.1214/009053607000000163,Maria J. Bayarri,D Walsh; J. O. Berger; J. Cafeo; G. García-Donato; Liu F; J Palomo; R. J. Parthasarathy; R Paulo,J. Sacks,Maria J. Bayarri,2007.0,success,success
10.1214/009053607000000118,Cristina Butucea,,,Cristina Butucea,2007.0,success,success
10.1214/009053607000000109,Sourav Chatterjee,,,Sourav Chatterjee,2007.0,success,success
10.1214/009053607000000299,T Merkouris,,,T Merkouris,2007.0,success,success
10.1214/009053607000000136,Boris Buchmann,,Ngai Hang Chan,,2007.0,success,success
10.1214/009053604000000355,Domenico Marinucci,,Mauro Piccioni,Domenico Marinucci,2004.0,success,success
10.1214/009053604000000085,Yannick Baraud,,,Yannick Baraud,2004.0,success,success
10.1214/009053604000000148,Ching‐Kang Ing,,,Ching‐Kang Ing,2004.0,success,success
10.1214/009053604000000175,Jae-Kwang Kim,,,Jae-Kwang Kim,2004.0,success,success
10.1214/aos/1105988581,Peter L. Bartlett,Peter J. Bickel; Peter Bühlmann; Yoav Freund; Jerome H. Friedman; Trevor Hastie; Wenxin Jiang; Michael J. Jordan; Vladimir Koltchinskii; Gábor Lugosi; Jon McAuliffe; Ya’acov Ritov; Saharan Rosset; Robert E. Schapire; Robert Tibshirani; Nicolas Vayatis; Bin Yu; Tong Zhang,Ji Xiang Zhu,,2004.0,success,success
10.1214/aos/1074290325,Nancy Reid,,,Nancy Reid,2003.0,success,success
10.1214/aos/1074290334,Laurens de Haan,,Tao Lin,,2003.0,success,success
10.1214/aos/1074290335,John D. Storey,,,John D. Storey,2003.0,success,success
10.1214/aos/1065705113,Per A. Mykland,,,Per A. Mykland,2003.0,success,success
10.1214/aos/1065705115,Yijun Zuo,,,Yijun Zuo,2003.0,success,success
10.1214/aos/1065705118,Muni S. Srivastava,,,Muni S. Srivastava,2003.0,success,success
10.1214/aos/1065705119,Emmanuel J. Candès,,,Emmanuel J. Candès,2003.0,success,success
10.1214/aos/1065705120,Jianhua Z. Huang,,,Jianhua Z. Huang,2003.0,success,success
10.1214/aos/1065705121,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/aos/1059655906,Ola Hössjer,,,Ola Hössjer,2003.0,success,success
10.1214/aos/1059655909,John Robinson,Elvezio Ronchetti,G. A. Young,,2003.0,success,success
10.1214/aos/1059655913,Jürgen Dippon,,,Jürgen Dippon,2003.0,success,success
10.1214/aos/1059655914,Wei‐Liem Loh,,,Wei‐Liem Loh,2003.0,success,success
10.1214/aos/1056562461,Radford M. Neal,,,Radford M. Neal,2003.0,success,success
10.1214/009053606000001163,Tucker McElroy,,Dimitris N. Politis,,2007.0,success,success
10.1214/009053606000001154,R. Douc,A Guillin; J. M. Marin,C. P. Robert,R. Douc,2007.0,success,success
10.1214/009053606000001136,Samuel S. Wu,,Weizhen Wang,Samuel S. Wu,2007.0,success,success
10.1214/009053606000001019,Vladimir Koltchinskii,,,Vladimir Koltchinskii,2006.0,success,success
10.1214/009053606000001028,Peter L. Bartlett,,Shahar Mendelson,,2006.0,success,success
10.1214/009053606000001055,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/009053606000000731,Marc Hallin,,Davy Paindaveine,,2006.0,success,success
10.1214/009053606000000948,Marc Hallin,Hannu Oja,Davy Paindaveine,,2006.0,success,success
10.1214/009053606000000867,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/009053606000000939,Aiyou Chen,,Peter J. Bickel,Aiyou Chen,2006.0,success,success
10.1214/009053606000000858,Graciela Boente,Xuming He,Jianhui Zhou,Graciela Boente,2006.0,success,success
10.1214/009053606000000876,Yijun Zuo,,Xuming He,,2006.0,success,success
10.1214/009053606000000911,Catia Scricciolo,,,Catia Scricciolo,2006.0,success,success
10.1214/009053606000000885,Mihaela Aslan,,,Mihaela Aslan,2006.0,success,success
10.1214/009053606000000894,Willa W. Chen,,Clifford M. Hurvich,,2006.0,success,success
10.1214/009053606000000920,David L. Donoho,,Jiashun Jin,,2006.0,success,success
10.1214/009053606000000902,Daniel J. Nordman,,Soumendra N. Lahiri,Daniel J. Nordman,2006.0,success,success
10.1214/009053606000000623,Ying Wei,,Xuming He,Xuming He,2006.0,success,success
10.1214/009053606000000641,Raymond J. Carroll,,David Ruppert,Raymond J. Carroll,2006.0,success,success
10.1214/009053606000000687,Anestis Antoniadis,,Jérémie Bigot,Anestis Antoniadis,2006.0,success,success
10.1214/009053606000000830,Tommaso Cai,,Peter Hall,,2006.0,success,success
10.1214/009053606000000704,Tong Zhang,,,Tong Zhang,2006.0,success,success
10.1214/009053606000000713,Yijun Zuo,,,Yijun Zuo,2006.0,success,success
10.1214/009053606000000696,Enno Mammen,,Byeong U. Park,,2006.0,success,success
10.1214/009053606000000722,Yi Lin,,Hao Helen Zhang,,2006.0,success,success
10.1214/009053606000000849,T. Tony Cai,,Mark G. Low,T. Tony Cai,2006.0,success,success
10.1214/009053606000000786,Pascal Massart,,Élodie Nédélec,,2006.0,success,success
10.1214/009053606000000768,Eitan Greenshtein,,,Eitan Greenshtein,2006.0,success,success
10.1214/009053606000000759,Yu Chuan Tai,,Terence P. Speed,Yu Chuan Tai,2006.0,success,success
10.1214/009053606000000795,Subhashis Ghosal,,Anindya Roy,Subhashis Ghosal,2006.0,success,success
10.1214/009053606000000803,Daniel Straumann,,Thomas Mikosch,,2006.0,success,success
10.1214/009053606000000812,Ursula U. Müller,Anton Schick,Wolfgang Wefelmeyer,Ursula U. Müller,2006.0,success,success
10.1214/009053606000000777,Hongquan Xu,,,Hongquan Xu,2006.0,success,success
10.1214/009053606000000821,Hannes Leeb,,Benedikt M. Pötscher,Hannes Leeb,2006.0,success,success
10.1214/009053606000000515,S. C. Kou,Qing Zhou,Wing Hung Wong,,2006.0,success,success
10.1214/009053606000000489,Yves F. Atchadé,,Jun S Liu,Yves F. Atchadé,2006.0,success,success
10.1214/009053606000000498,Ming-hui Chen,,Sung-Duk Kim,Ming-hui Chen,2006.0,success,success
10.1214/009053606000000524,S. C. Kou,Qing Zhou,Wing Hung Wong,,2006.0,success,success
10.1214/009053606000000542,Laurent Cavalier,,Yu. Golubev,,2006.0,success,success
10.1217/009053606000000533,,,,,,not_found,not_found
10.1214/009053606000000560,Ion Grama,,Michael H. Neumann,,2006.0,success,success
10.1214/009053606000000579,Peter Hall,,Tapabrata Maiti,Peter Hall,2006.0,success,success
10.1214/009053606000000551,Soumendra N. Lahiri,,Jun Zhu,,2006.0,success,success
10.1214/009053606000000407,Donald B. Rubin,,Elizabeth A. Stuart,,2006.0,success,success
10.1214/009053606000000425,José A. Ferreira,,Aeilko H. Zwinderman,José A. Ferreira,2006.0,success,success
10.1214/009053606000000461,,,,,,not_found,not_found
10.1214/009053606000000443,Dragi Anevski,,Ola Hössjer,,2006.0,success,success
10.1214/009053606000000452,Per Aslak Mykland,,Lan Zhang,Per Aslak Mykland,2006.0,success,success
10.1214/009053606000000416,Liang Peng,,Yongcheng Qi,Liang Peng,2006.0,success,success
10.1214/009053606000000434,J.H.J. Einmahl,Laurens de Haan,Deyuan Li,,2006.0,success,success
10.1214/009053606000000597,Wolfgang Bischoff,,Frank Miller,,2006.0,success,success
10.1214/009053606000000614,Cheng-Der Fuh,,,Cheng-Der Fuh,2006.0,success,success
10.1214/009053606000000245,Peter M. Robinson,,Paolo Zaffaroni,,2006.0,success,success
10.1214/009053606000000227,Rainer Dahlhaus,,Suhasini Subba Rao,,2006.0,success,success
10.1214/009053606000000254,I. Berkés,Lajos Horváth; Piotr Kokoszka,Qi-Man Shao,,2006.0,success,success
10.1214/009053606000000344,Antoine Chambaz,,,Antoine Chambaz,2006.0,success,success
10.1214/009053606000000353,Laurent Bordes,Stephane Mottelet,Pierre Vandekerkhove,Laurent Bordes,2006.0,success,success
10.1214/009053606000000236,Marc Coram,,Steven P. Lalley,Marc Coram,2006.0,success,success
10.1214/009053606000000290,Persi Diaconis,,Silke W. W. Rolles,,2006.0,success,success
10.1214/009053606000000308,B Clarke,,Ao Yuan,B Clarke,2006.0,success,success
10.1214/009053606000000335,Richard J. Gardner,Markus Kiderlen,Peyman Milanfar,Richard J. Gardner,2006.0,success,success
10.1214/009053606000000326,Alexander Goldenshluger,,Assaf Zeevi,,2006.0,success,success
10.1214/009053606000000317,Jiti Gao,Zudi Lu,Dag Tjøstheim,,2006.0,success,success
10.1214/009053606000000281,Nicolai Meinshausen,,Peter Bühlmann,Nicolai Meinshausen,2006.0,success,success
10.1214/009053606000000263,Dan Geiger,Christopher Meek,Bernd Sturmfels,,2006.0,success,success
10.1214/009053606000000272,Peter Hall,Hans-Georg Muller,Jane-Ling Wang,Peter Hall,2006.0,success,success
10.1214/009053606000000371,J. M. Hallam,,Arcesio Salamanca‐Carreño,,2006.0,success,success
10.1214/009053606000000380,Hongtu Zhu,,Heping Zhang,,2006.0,success,success
