doi,first_author,middle_authors,last_author,corresponding_author,status
10.1080/01621459.2016.1159211,Fasheng Sun,,Boxin Tang,,success
10.1080/01621459.2016.1165104,Daniel R. Kowal,David S. Matteson,David Ruppert,Daniel R. Kowal,success
10.1080/01621459.2016.1166115,Ailin Fan,Rui Song,Wenbin Lu,,success
10.1080/01621459.2016.1167694,,,,,not_found
10.1080/01621459.2016.1180987,Andrés F. Barrientos,Alejandro Jara,Fernando A. Quintana,,success
10.1080/01621459.2016.1273114,Sokbae Lee,Myung Hwan Seo,Youngki Shin,,success
10.1080/01621459.2016.1240078,Brian L. Egleston,Robert G. Uzzo,Yu‐Ning Wong,,success
10.1080/01621459.2016.1246363,,,,,not_found
10.1080/01621459.2016.1166113,Yifei Sun,,Mei‐Cheng Wang,,success
10.1080/01621459.2017.1389737,Mark S. Handcock,,,Mark S. Handcock,success
10.1080/01621459.2016.1139497,,,,,not_found
10.1080/01621459.2016.1222286,,,,,not_found
10.1080/01621459.2015.1130634,David Rossell,,Donatello Telesca,,success
10.1080/01621459.2016.1240079,Valen E. Johnson,Richard D. Payne; Tianying Wang; A Asher,Soutrik Mandal,Valen E. Johnson,success
10.1080/01621459.2016.1252266,Zihuai He,Min Zhang; Seunggeun Lee; Jennifer A. Smith; Sharon L.R. Kardia; V. Diez Roux,Bhramar Mukherjee,,success
10.1080/01621459.2016.1222287,,,,,not_found
10.1080/01621459.2016.1229197,Shizhe Chen,Ali Shojaie,Daniela Witten,Shizhe Chen,success
10.1080/01621459.2016.1240062,,,,,not_found
10.1080/01621459.2016.1222944,Shujie Ma,Yanyuan Ma; Yanqing Wang; Eli S. Kravitz,Raymond J. Carroll,Raymond J. Carroll,success
10.1080/01621459.2017.1295864,,,,,not_found
10.1080/01621459.2016.1222288,Michalis K. Titsias,,Christopher Yau,Christopher Yau,success
10.1080/01621459.2017.1280405,Chuan Hong,Yang Ning; Shuang Wang; Hao Wu; Raymond J. Carroll,Yong Chen,Yong Chen,success
10.1080/01621459.2017.1281811,Robert T. Krafty,Ori Rosen; David S. Stoffer; Daniel J. Buysse,Martica H. Hall,Robert T. Krafty,success
10.1080/01621459.2017.1288631,Boyu Ren,Sergio Bacallado; Stefano Favaro; Susan Holmes; Lorenzo Trippa; Boyu Ren; Sergio Bacallado; Stefano Favaro; Susan Holmes,Lorenzo Trippa,Boyu Ren,success
10.1080/01621459.2016.1219262,,,,,not_found
10.1080/01621459.2017.1280404,Wei Liu,Zhiwei Zhang; Lei Nie,Guoxing Soon,Zhiwei Zhang,success
10.1080/01621459.2017.1281812,,,,,not_found
10.1080/01621459.2017.1295862,Caleb H. Miles,Ilya Shpitser; Phyllis J. Kanki; Seema Meloni,Eric J. Tchetgen Tchetgen,,success
10.1080/01621459.2017.1295863,K. Sham Bhat,David S. Mebane; Priyadarshi Mahapatra,Curtis B. Storlie,,success
10.1080/01621459.2017.1302338,Daniel L. Oberski,Antje Kirchner; Stephanie Eckman,Frauke Kreuter,Daniel L. Oberski,success
10.1080/01621459.2017.1302878,Siem Jan Koopman,Rutger Lit,André Lucas,Siem Jan Koopman,success
10.1080/01621459.2017.1311262,Michel H. Hof,Anita C.J. Ravelli,Aeilko H. Zwinderman,Michel H. Hof,success
10.1080/01621459.2017.1219260,,,,,not_found
10.1080/01621459.2017.1389736,Adrian E. Raftery,,,Adrian E. Raftery,success
10.1080/01621459.2017.1389738,Tamara Broderick,,,Tamara Broderick,success
10.1080/01621459.2017.1388245,Nicholas J. Foti,,Emily B. Fox,Emily B. Fox,success
10.1080/01621459.2017.1388244,Scott W. Linderman,,David M. Blei,Scott W. Linderman,success
10.1080/01621459.2017.1395643,Daniele Durante,David B. Dunson,Joshua T Vogelstein,Daniele Durante,success
10.1080/01621459.2016.1222285,Wayne A. Fuller,Jason C. Legg,Yang Li,Wayne A. Fuller,success
10.1080/01621459.2016.1222289,Xu He,,,Xu He,success
10.1080/01621459.2016.1222290,Mingyuan Zhou,Stefano Favaro,Stephen G. Walker,Mingyuan Zhou,success
10.1080/01621459.2016.1222291,Pieralberto Guarniero,Adam M. Johansen,Anthony Lee,Anthony Lee,success
10.1080/01621459.2016.1224716,Susanne M. Schennach,,Daniel Wilhelm,Daniel Wilhelm,success
10.1080/01621459.2016.1228535,,,,,not_found
10.1080/01621459.2016.1228536,Yen‐Chi Chen,Christopher R. Genovese,Larry Wasserman,Yen‐Chi Chen,success
10.1080/01621459.2016.1231612,,,,,not_found
10.1080/01621459.2016.1231613,Taisuke Otsu,,Yoshiyasu Rai,,success
10.1080/01621459.2016.1240081,Karthik Bharath,Prabhanjan Kambadur; Dipak K. Dey; Arvind Rao,Veerabhadran Baladandayuthapani,Karthik Bharath,success
10.1080/01621459.2017.1295865,,,,,not_found
10.1080/01621459.2016.1270825,,,,,not_found
10.1080/01621459.2017.1311265,Eric B. Laber,,Kerby Shedden,,success
10.1080/01621459.2016.1261710,Hongtu Zhu,Dan Shen; Xuewei Peng,Leo Yufeng Liu,,success
10.1080/01621459.2016.1194846,Xiao Wang,,Hongtu Zhu,,success
10.1080/01621459.2016.1195742,Jialiang Li,Chao Huang,Zhub Hongtu,Zhub Hongtu,success
10.1080/01621459.2016.1208615,,,,,not_found
10.1080/01621459.2016.1205500,Jon A. Steingrimsson,,Robert L. Strawderman,,success
10.1080/01621459.2017.1289846,Blakeley B. McShane,,David Gal,,success
10.1080/01621459.2017.1311263,Andrew Gelman,,John B. Carlin,,success
10.1080/01621459.2016.1256812,Ethan X. Fang,Min‐Dian Li; Michael I. Jordan,Han Liu,,success
10.1080/01621459.2016.1276021,E. I. George,V. Rockova; P. R. Rosenbaum; V. A. Satopää,J H Silber,E. I. George,success
10.1080/01621459.2016.1246364,Efthymios G. Tsionas,,,Efthymios G. Tsionas,success
10.1080/01621459.2016.1256813,Weiyi Xie,Sebastian Kurtek; Karthik Bharath,Ying Sun,,success
10.1080/01621459.2016.1260465,Jingfei Zhang,,Jiguo Cao,,success
10.1080/01621459.2016.1270213,Tao Wang,,Hongyu Zhao,,success
10.1080/01621459.2016.1276461,Wesley Tansey,Alex Athey; Alex Reinhart,James G. Scott,,success
10.1080/01621459.2016.1188107,Karun Adusumilli,,Taisuke Otsu,,success
10.1080/01621459.2016.1189337,Kin Wai Chan,,Chun Yip Yau,,success
10.1080/01621459.2016.1192544,Neil Shephard,,Justin Yang,,success
10.1080/01621459.2016.1192545,Yun Yang,,Surya T. Tokdar,,success
10.1080/01621459.2016.1192546,Thomas S. Richardson,James M. Robins,Linbo Wang,,success
10.1080/01621459.2016.1193022,Lexin Li,,Xin Zhang,,success
10.1080/01621459.2016.1194845,David Choi,,,David Choi,success
10.1080/01621459.2016.1195743,Tomohiro Ando,,Jushan Bai,,success
10.1080/01621459.2016.1195744,Simon N. Wood,Zheyuan Li; Gavin Shaddick,Nicole H. Augustin,,success
10.1080/01621459.2016.1202117,Cyrus DiCiccio,,Joseph P. Romano,,success
10.1080/01621459.2016.1205501,Ganggang Xu,,Marc G. Genton,,success
10.1080/01621459.2016.1208614,,,,,not_found
10.1080/01621459.2016.1211016,Matthew Plumlee,,,Matthew Plumlee,success
10.1080/01621459.2016.1212712,Kyle Vincent,,Steve Thompson,,success
10.1080/01621459.2016.1215987,Ming‐Yueh Huang,,Chin‐Tsang Chiang,,success
10.1080/01621459.2016.1215988,,,,,not_found
10.1080/01621459.2016.1215989,Francis K. C. Hui,Samuel Müller,A. H. Welsh,,success
10.1198/jasa.2010.tm08756,Nilanjan Chatterjee,,Yan Li,,success
10.1198/jasa.2010.tm09404,Yao-ban Chan,,Peter Hall,,success
10.1198/jasa.2010.tm09560,Song Xi Chen,Lixin Zhang,Ping-Shou Zhong,,success
10.1198/jasa.2010.tm09057,Ming Lin,Rong Chen,Per A. Mykland,,success
10.1198/jasa.2010.tm08243,Efstathios Paparoditis,,,Efstathios Paparoditis,success
10.1198/jasa.2010.tm09165,Tatyana Krivobokova,Thomas Kneib,Gerda Claeskens,,success
10.1198/jasa.2010.tm08545,Jaakko Nevalainen,Denis Larocque; Hannu Oja; Ilkka Pörsti; Jaakko Nevalainen; Denis Larocque; Hannu Oja,Ilkka Pörsti,Jaakko Nevalainen,success
10.1198/jasa.2010.tm09295,"Forzani, Liliana Maria",,,"Forzani, Liliana Maria",success
NO DOI,,,,,not_found
10.1198/jasa.2010.tm09760,,,,,success
10.1198/jasa.2009.ap08248,Jay M. Ver Hoef,,Erin E. Peterson,,success
10.1198/jasa.2009.ap09530,Noel Cressie,,David O’Donnell,,success
10.1198/jasa.2010.ap09621,Sujit K. Sahu,,,Sujit K. Sahu,success
10.1198/jasa.2009.ap08615,J. McLean Sloughter,Tilmann Gneiting,Adrian E. Raftery,,success
10.1198/jasa.2009.ap08518,,,,,not_found
10.1198/jasa.2009.ap08117,Amanda S. Hering,,Marc G. Genton,,success
10.1198/jasa.2009.ap08404,Song Xi Chen,Cheng Yong Tang,Vincent T. Mule,,success
10.1198/jasa.2009.ap08443,Balgobin Nandram,,Jai Won Choi,,success
10.1198/jasa.2009.ap08070,Fadoua Balabdaoui,Kathrin Bissantz; Nicolai Bissantz,Hajo Holzmann,,success
10.1198/jasa.2009.tm09147,Andrea Cerioli,,,Andrea Cerioli,success
10.1198/jasa.2009.tm08299,Zhiqiang Tan,,,Zhiqiang Tan,success
10.1198/jasa.2009.tm08326,Shinsuke Koyama,Lucia Castellanos Pérez-Bolde; Cosma Rohilla Shalizi,Robert E. Kass,,success
10.1198/jasa.2009.tm08485,Chenlei Leng,Weiping Zhang,Jianxin Pan,,success
10.1198/jasa.2009.tm08506,Annie Qu,Bruce G. Lindsay,Lu Lin,,success
10.1198/jasa.2009.tm08622,Hemant Ishwaran,Udaya B. Kogalur; Eiran Z. Gorodeski; Andy J. Minn,Michael S. Lauer,,success
10.1198/jasa.2009.tm08744,Xiaofeng Shao,,,Xiaofeng Shao,success
10.1198/jasa.2009.tm09036,Mevin B. Hooten,,Christopher K. Wikle,,success
10.1198/jasa.2009.tm08313,Shogo Kato,,M. C. Jones,,success
10.1198/jasa.2009.tm08577,Simone A. Padoan,Mathieu Ribatet,Scott A. Sisson,,success
10.1198/jasa.2009.tm09372,Yingcun Xia,Dixin Zhang,Jinfeng Xu,,success
10.1198/jasa.2009.tm08697,Ronald Christensen,,Siu Kei Sun,,success
10.1198/jasa.2009.tm08459,Meng Mao,,Jane-Ling Wang,,success
10.1198/jasa.2009.tm08013,Yiyun Zhang,Runze Li,Chih‐Ling Tsai,,success
10.1198/jasa.2009.tm08030,Michael Braun,,Jon McAuliffe,,success
10.1198/jasa.2010.tm08551,Baojiang Chen,Grace Y. Yi,Richard J. Cook,,success
10.1198/jasa.2010.tm08281,Nam Hee Choi,William Li,Ji Zhu,,success
10.1198/jasa.2009.tm09124,Jiguo Cao,,J. O. Ramsay,,success
10.1198/jasa.2009.tm08651,Larry Wasserman,,Shuheng Zhou,,success
10.1198/jasa.2010.tm08737,Lan Zhou,Jianhua Z. Huang; Josue G. Martinez; Arnab Maity; Veerabhadran Baladandayuthapani,Raymond J. Carroll,,success
10.1198/jasa.2010.tm08487,Xingye Qiao,Hao Helen Zhang; Yufeng Liu; Michael J. Todd,J. S. Marron,,success
10.1198/jasa.2010.tm08532,Olga Y. Savchuk,Jeffrey D. Hart,Simon J. Sheather,,success
10.1198/jasa.2010.tm09107,Yichao Wu,Hao Helen Zhang,Yufeng Liu,,success
10.1198/jasa.2009.ap07611,Robert B. Scharpf,Håkon Tjelmeland; Giovanni Parmigiani,Andrew B. Nobel,,success
10.1198/jasa.2009.ap09179,Debashis Ghosh,,Hyungwon Choi,,success
10.1198/jasa.2009.ap09575,Robert B. Scharpf,Håkon Tjelmeland; Giovanni Parmigiani,Andrew B. Nobel,,success
10.1198/jasa.2009.ap08029,Siddhartha Chib,,Bakhodir Ergashev,,success
10.1198/jasa.2009.ap08171,Jianqing Fan,,Loriano Mancini,,success
10.1198/jasa.2009.ap08527,Jamie Perin,John S. Preisser,Paul J. Rathouz,,success
10.1198/jasa.2009.ap08741,Melissa A. Bingham,Daniel J. Nordman,Stephen B. Vardeman,,success
10.1198/jasa.2009.tm08470,Paul R. Rosenbaum,,Jeffrey H. Silber,,success
10.1198/jasa.2009.tm08332,Chloé Friguet,Maëla Kloareg,David Causeur,,success
10.1198/jasa.2009.tm08400,Anouar El Ghouch,,Marc G. Genton,,success
10.1198/jasa.2009.tm08270,Konstantinos Fokianos,Anders Rahbek,Dag Tjøstheim,,success
10.1198/jasa.2009.tm08228,Limin Peng,,Jason P. Fine,,success
10.1198/jasa.2009.tm08393,Radu V. Craiu,Jeffrey S. Rosenthal,Chao Yang,,success
10.1198/jasa.2009.tm08415,Tommaso Cai,,Wenguang Sun,,success
10.1198/jasa.2009.tm08541,Yongtao Guan,,,Yongtao Guan,success
10.1198/jasa.2009.tm08163,Jing Qin,Biao Zhang,Denis H. Y. Leung,,success
10.1198/jasa.2009.tm08368,Axel Gandy,,Axel Gandy,Axel Gandy,success
10.1198/jasa.2008.tm08516,Hansheng Wang,,,Hansheng Wang,success
10.1198/jasa.2009.tm09047,Davy Paindaveine,,,Davy Paindaveine,success
10.1198/jasa.2009.tm08564,Ciprian M. Crainiceanu,Ana‐Maria Staicu,Chongzhi Di,,success
10.1198/jasa.2009.tm08287,Ming Yuan,,Hui Zou,,success
10.1198/jasa.2009.tm08496,Martin A. Lindquist,,Ian W. McKeague,,success
10.1198/jasa.2009.tm08128,Changliang Zou,,Peihua Qiu,,success
10.1198/jasa.2009.tm08107,Peter Hall,D. M. Titterington,Jing‐Hao Xue,,success
10.1198/jasa.2009.tm08024,Jianhua Z. Huang,Haipeng Shen,Andreas Buja,,success
10.1198/jasa.2009.tm08349,Ngai Hang Chan,Song Xi Chen; Liang Peng,Cindy Yu,,success
10.1198/jasa.2009.tm09055,Lan Wang,Bo Kai,Runze Li,,success
10.1198/jasa.2009.tm08302,Yeonseung Chung,,David B. Dunson,,success
10.1198/jasa.2009.tm08538,Yi Liu,,Jason C. Hsu,,success
10.1198/jasa.2009.tm08647,Nicolai Meinshausen,Lukas Meier,Peter Bühlmann,,success
10.1198/jasa.2009.tm08603,Paul Gustafson,,,Paul Gustafson,success
10.1198/jasa.2009.tm09170,Zhijie Xiao,,Roger Koenker,,success
10.1198/jasa.2009.ap09512,,,,,success
10.1198/jasa.2009.tm07494,Hao Liu,,Yu Shen,,success
10.1198/jasa.2009.ap06589,Ben B. Hansen,,Jake Bowers,,success
10.1198/jasa.2009.ap07613,Lan Huang,Ram C. Tiwari; Zhaohui Zou; Martin Kulldorff,Eric J. Feuer,,success
10.1198/jasa.2009.ap07058,Nicole H. Augustin,Monica Musio; Klaus von Wilpert; Edgar Kublin; Simon N. Wood,Martin Schumacher,,success
10.1198/jasa.2009.ap08423,Rebecca A. Hubbard,Lurdes Y. T. Inoue,Paula Diehr,,success
10.1198/jasa.2009.ap06623,M. J. Bayarri,James O. Berger; Marc C. Kennedy; Athanasios Kottas; Rui Paulo; J. Sacks; John A. Cafeo; Chin-Hsu Lin,Jian Tu,,success
10.1198/jasa.2009.ap08283,Jianhua Hu,Xuming He; Gilbert J. Cote,Ralf Krahe,,success
10.1198/jasa.2009.ap08425,Guosheng Yin,,Ying Yuan,,success
10.1198/jasa.2009.ap07625,Xinwei Deng,V. Roshan Joseph; Agus Sudjianto,C. F. Jeff Wu,,success
10.1198/jasa.2009.ap08329,J.H.J. Einmahl,Jun Li,Regina Y. Liu,,success
10.1198/jasa.2009.tm07543,Raymond J. Carroll,Aurore Delaigle,Peter Hall,,success
10.1198/jasa.2009.tm09246,Jiayang Sun,,Xiaofeng Wang,,success
10.1198/jasa.2009.0116,John Kloke,Joseph W. McKean,M. Mushfiqur Rashid,,success
10.1198/jasa.2009.0119,Susan A. Murphy,,Derek Bingham,,success
10.1198/jasa.2009.0145,,,,,success
10.1198/016214508000000733,William R. Shadish,M. H. Clark,Peter M. Steiner,,success
10.1198/016214508000001002,Jennifer Hill,,,Jennifer Hill,success
10.1198/016214508000001011,Donald B. Rubin,,,Donald B. Rubin,success
10.1198/016214508000001048,Dimitris Fouskakis,,David Draper,,success
10.1198/016214508000000698,J.H.J. Einmahl,,Jan R. Magnus,,success
10.1198/016214508000000706,Bryan E. Shepherd,Mary W. Redman,Donna P. Ankerst,,success
10.1198/016214508000000724,A. James O’Malley,,Alan M. Zaslavsky,,success
10.1198/016214508000000922,Clive G. Bowsher,,Roland Meeks,,success
10.1198/016214508000000869,Carlos M. Carvalho,Jeffrey T. Chang; Joseph E. Lucas; Joseph R. Nevins; Quanli Wang,Mike West,,success
10.1198/016214508000000823,Edward W. Frees,,Emiliano A. Valdez,,success
10.1198/016214508000000832,Brian Caffo,Ciprian M. Crainiceanu; Lijuan Deng,Craig W. Hendrix,,success
10.1198/016214508000000841,Michael Anderson,,,Michael Anderson,success
10.1198/016214508000000850,Daniel Merl,Raquel Prado,Ananías A. Escalante,,success
10.1198/016214508000001039,David B. Dunson,Amy H. Herring,Anna Maria Siega‐Riz,,success
10.1198/016214508000000940,Haitao Chu,,Lei Nie,,success
10.1198/016214508000000742,Jianqing Fan,,Yichao Wu,,success
10.1198/016214508000000751,Hans‐Georg Müller,,Fang Yao,,success
10.1198/016214508000000959,,,,,not_found
10.1198/016214508000000788,Lifeng Wang,Hongzhe Li,Jianhua Z. Huang,,success
10.1198/016214508000000797,Hua Liang,,Hulin Wu,,success
10.1198/016214508000000968,Jiti Gao,,Irène Gijbels,,success
10.1198/016214508000000977,Zongwu Cai,,Xiaoping Xu,,success
10.1198/016214508000000878,Kjell A. Doksum,Shijie Tang,Kam‐Wah Tsui,,success
10.1198/016214508000000986,Qing Liu,,Keaven M. Anderson,,success
10.1198/016214508000000805,Yingcun Xia,,,Yingcun Xia,success
10.1198/016214508000000760,Joachim Kunert,,John Stufken,,success
10.1198/016214508000001057,Joseph G. Ibrahim,Hongtu Zhu,Niansheng Tang,,success
10.1198/016214508000001066,Yongdai Kim,Hosik Choi,Hee‐Seok Oh,,success
10.1198/016214508000001075,Jiahua Chen,,Abbas Khalili,,success
10.1198/016214508000000814,Jeng‐Min Chiou,,Pai-Ling Li,,success
10.1198/016214508000001084,Stijn Vansteelandt,Tyler J. VanderWeele; Eric J. Tchetgen Tchetgen,James M. Robins,,success
10.1198/016214508000000562,Kaushik Ghosh,Pulak Ghosh,Ram C. Tiwari,,success
10.1198/016214507000001012,Edwin S. Iversen,Giovanni Parmigiani,Sining Chen,,success
10.1198/016214507000001003,Ying Chen,Wolfgang Karl Härdle,Seok‐Oh Jeong,,success
10.1198/016214507000001247,Dylan S. Small,,Paul R. Rosenbaum,,success
10.1198/016214507000001265,Mikyoung Jun,Reto Knutti,Douglas Nychka,,success
10.1198/016214507000001256,Ross Corkrey,Steve Brooks; David Lusseau; Kim M. Parsons; John W. Durban; Philip S. Hammond,Paul M. Thompson,,success
10.1198/016214507000001021,S. C. Kou,,,S. C. Kou,success
10.1198/016214508000000120,Jinbo Chen,Rajeev Ayyagari; Nilanjan Chatterjee; David Pee; Catherine Schairer; Celia Byrne; Jacques Bénichou,Mitchell H. Gail,,success
10.1198/016214507000001328,Chris Skinner,,Natalie Shlomo,,success
10.1198/016214507000001030,Sheng Luo,Ciprian M. Crainiceanu; Thomas A. Louis,Nilanjan Chatterjee,,success
10.1198/016214507000001049,Isobel Claire Gormley,,Thomas Brendan Murphy,,success
10.1198/016214507000001319,Wessel N. van Wieringen,Mark A. van de Wiel,Aad van der Vaart,,success
10.1198/016214507000001427,José M. Pavía,Beatriz Larraz,José‐María Montero,,success
10.1198/016214508000000643,Louis‐Paul Rivest,Sophie Baillargeon,M.R. Pierrynowski,,success
10.1198/016214508000000670,Shanshan Wang,Wolfgang Jank; Galit Shmueli,Paul J. Smith,,success
10.1198/016214508000000689,Robert B. Gramacy,,Herbert K. H. Lee,,success
10.1198/016214508000000553,Abel Rodríguez,David B. Dunson,Alan E. Gelfand,,success
10.1198/016214508000000571,Daniel L. Gillen,,Wesley O. Johnson,,success
10.1198/016214508000000580,Lancelot F. James,,,Lancelot F. James,success
10.1198/016214508000000616,Abel Rodríguez,David B. Dunson,Alan E. Gelfand,,success
10.1198/016214508000000517,Aloïs Kneip,,J. O. Ramsay,,success
10.1198/016214508000000472,Ross Iaci,Xiangrong Yin; T.N. Sriram,Christian Peter Klingenberg,,success
10.1198/016214508000000445,Bing Li,Songqiao Wen,Lixing Zhu,,success
10.1198/016214508000000535,Yong Zhou,Alan T. K. Wan,Xiao‐Jing Wang,,success
10.1198/016214508000000463,Guosheng Yin,Hui Li,Donglin Zeng,,success
10.1198/016214508000000490,Guosheng Yin,Donglin Zeng,Hui Li,,success
10.1198/016214508000000427,Holger Dette,Frank Bretz; Andrey Pepelyshev,José Paulo Pinheiro,,success
10.1198/016214508000000526,Yongtao Guan,,,Yongtao Guan,success
10.1198/016214508000000508,Ying Hung,Veronika I. Zarnitsyna; Yan Zhang; Cheng Zhu,Chenxi Wu,,success
10.1198/016214508000000436,Guido Consonni,,Luca La Rocca,,success
10.1198/016214508000000625,Chiung‐Yu Huang,Jing Qin,Dean Follmann,,success
10.1198/016214508000000454,Yufeng Liu,D. Neil Hayes; Andrew B. Nobel,J. S. Marron,,success
10.1198/016214508000000544,Ricardo Fraiman,Ana Justel,Marcela Svarc,Ana Justel,success
10.1198/016214508000000481,Peter Radchenko,,Gareth James,,success
10.1198/016214507000000644,James S. Hodges,,,James S. Hodges,success
10.1198/016214507000000437,Ralf van der Lans,Rik Pieters,Michel Wedel,,success
10.1198/016214507000000374,Julia Lin,Rth Ho,Michael R. Elliott,,success
10.1198/016214507000000662,Qi Long,Roderick J. A. Little,Xihong Lin,,success
10.1198/016214507000000923,Subharup Guha,Yi Li,Donna Neuberg,,success
10.1198/016214507000000482,Jun Yan,,Jason P. Fine,,success
10.1198/016214507000000473,Atsushi Inoue,,Lutz Kilian,,success
10.1198/016214507000000563,Arnošt Komárek,,Emmanuel Lesaffre,,success
10.1198/016214507000000554,David B. Dunson,Amy H. Herring,Stephanie M. Engel,,success
10.1198/016214507000000888,Dave Higdon,James Gattiker; Brian J. Williams,Maria Rightley,,success
10.1198/016214507000000833,Herbert K. H. Lee,Bruno Sansó; Weining Zhou,David Higdon,,success
10.1198/016214508000000148,Alejandro Veen,,Frederic Paik Schoenberg,,success
10.1198/016214508000000247,Ping Ma,,Wenxuan Zhong,,success
10.1080/01621459.2011.646932,Li Li,Joseph J. Eron; Heather Ribaudo; Roy M. Gulick,Brent A. Johnson,,success
10.1080/01621459.2012.664484,Dulal K. Bhaumik,Anup Amatya; Sharon‐Lise T. Normand; Joel B. Greenhouse; Eloise Kaizar; Brian Neelon,Robert D. Gibbons,,success
10.1080/01621459.2012.664503,Hakmook Kang,Hernando Ombao; Crystal D. Linkletter; Nicole M. Long,David Badre,,success
10.1080/01621459.2012.682825,Jianqing Fan,Zhang Jing-jin,Ke Yu,,success
10.1080/01621459.2012.682854,Viktor Todorov,,George Tauchen,,success
10.1080/01621459.2012.682538,James O. Berger,José M. Bernardo,Dongchu Sun,,success
10.1080/01621459.2012.682536,Valen E. Johnson,,David Rossell,,success
10.1080/01621459.2012.682539,Peter Hall,,Michael G. Schimek,,success
10.1080/01621459.2012.664505,Wenguang Sun,,Alexander C. McLain,,success
10.1080/01621459.2012.682528,Liuquan Sun,Xinyuan Song; Jie Zhou,Lei Liu,,success
10.1080/01621459.2012.682534,Jianhui Zhou,,Annie Qu,,success
10.1080/01621459.2012.682541,Mian Huang,,Weixin Yao,,success
10.1080/01621459.2012.665199,Wang Peng,Guei-feng Tsai,Annie Qu,,success
10.1080/01621459.2012.688462,Jun Li,Juan A. Cuesta‐Albertos,Regina Y. Liu,,success
10.1080/01621459.2012.682815,Ta‐Hsin Li,,,Ta‐Hsin Li,success
10.1080/01621459.2012.688465,Thomas J. Fisher,,Colin Gallagher,,success
10.1080/01621459.2012.682527,Christopher R. Genovese,Marco Perone-Pacifico; Isabella Verdinelli,Larry Wasserman,,success
10.1080/01621459.2012.664527,Sylvain Sardy,,,Sylvain Sardy,success
10.1080/01621459.2012.682542,Daniel Percival,,,Daniel Percival,success
